Name,Ratings,Review
Casey66421,2.0 out of 5 stars,"I cannot believe how small this Kindle is. Having seen other family members Kindle, I thought this was going to be comparable to theirs but apparently I didn’t read the fine print on the size of the actual unit it’s about the size of a 4 x 6 photo. This would make it easy to travel with but yourself turning the pages a lot more often due to its small size."
B.W.,3.0 out of 5 stars,"The button design is very sensitive that could be clicked accidentally very easily that puts the device unintentionally to sleep mode. Unlike the previous generation, the button of 10th generation is less flatten. As holding the device in one hand, a slight pinky finger touch could put the device into sleep mode. Very annoying ."
Sue,5.0 out of 5 stars,"What can I say? I have had a Kindle since they were first introduced ( and cost me about $500-$600!). One of the best inventions ever. I love to read and with this, it is easy to throw into a purse or into a suitcase or in a backpack and you will always have plenty to read. Buy it...you cannot go wrong."
Joseph K.,5.0 out of 5 stars,"I've long been a fan of Kindle Readers since my wife gave me one for my birthday. At first I wasn't sure I would like it as I really like the look and feel of reading a real book. But, I quickly realized the advantages of the Kindle: easy access to more books that I could ever read; able to get all the books in a series; easily discover new writers not in book stores; very portable; able to read it in the dark; and many more. A major advantage is that my home office is not filling up with paperbacks anymore!
Overall, I like the new paperwhite very much. One minor dislike: The new deep sleep mode that helps extend battery life results in a little longer wakeup time."
Readergirl22,5.0 out of 5 stars,"While I use my phone and the Kindle app to read while waiting on lines in stores, etc., I use my Kindle reader all the time. What's not to like? This version is solid."
Mitzi,5.0 out of 5 stars,"Actually, it's my Kindle #3. I have one of the original KIndles (#1), and an earlier Paperewhite (#2). Using it doesn't appear any different than #2. I wanted the additional storage capacity. I'm putting all my fiction and ""secular"" stuff on #3 and the rest on #2. I don't mind carrying around two Kindles … still smaller than one paperback … and all my books are in my bag!"
J C,4.0 out of 5 stars,This paperwhite is nice and works well. The reason for only 4 stars is the slow to load when i open the cover and it doesn't like to take me to the farthest page read when i read on my iphone.
Bonnie Irwin,1.0 out of 5 stars,"I prefer a Kindle to reading on an iPad, but I find the thing freezes too easily, is a pain to restart, and will not attach to Wi-Fi if the log-on process is even a little complex, which makes loading new content impossible many places. It is also more difficult to toggle between books, and it does not show percentage read on the page with the text. There is very little I like about this device other than the size and weight."
Mbeth,4.0 out of 5 stars,"The Kindle works fine. I'm adjusting to the smaller size from my previous Kindle. (screen is the same size) It will be easier to pack when traveling but seems less comfortable for me to hold.
Also, I do not like the Home page. You have to scroll to Your Library to see the books you currently have downloaded as the Home page includes too much other ""stuff"" like: Your Reading Lists and Monthly Reading Summary and This Year in Books 2018...."
D. McNeese,3.0 out of 5 stars,"Recently purchased a Kindle Paperwhite to use while reading outside where the sun's glare makes phones and tablets unusable. It is excellent for that; however, the Kindle reacts much more slowly than the phone or tablet to swipes and presses. The worst part is that several of the Kindle books I purchased, which read perfectly on my phone and tablet, are incompatible with my Paperwhite. Why should the Kindle version of a book not work on a Kindle?"
